$GPGGA,090000.00,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090000.10,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090000.20,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090000.30,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090000.40,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090000.50,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090000.60,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090000.70,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090000.80,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090000.90,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.00,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090001.10,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090001.20,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090001.30,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090001.40,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090001.50,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090001.60,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.70,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090001.80,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090001.90,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090002.00,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090002.10,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090002.20,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090002.30,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090002.40,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090002.50,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090002.60,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090002.70,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090002.80,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090002.90,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090003.00,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090003.10,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090003.20,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090003.30,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090003.40,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090003.50,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090003.60,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090003.70,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090003.80,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090003.90,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090004.00,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090004.10,2752.88297332,S,13714.06352314,E,1,05,2.87,160.00,M,-21.3213,M,,*67
