$GPGGA,090000.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090000.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090000.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090000.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090000.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090000.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090000.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090000.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090000.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090000.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090001.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090001.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090001.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090001.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090001.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090001.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090001.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090001.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*69
$GPGGA,090001.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*68
$GPGGA,090002.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090002.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090002.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090002.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090002.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090002.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090002.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090002.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090002.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090002.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090003.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090003.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090003.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090003.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090003.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090003.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090003.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090003.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090003.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6B
$GPGGA,090003.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6A
$GPGGA,090004.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090004.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090004.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090004.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090004.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090004.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090004.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090004.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090004.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090004.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090005.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090005.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090005.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090005.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090005.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090005.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090005.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090005.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090005.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6D
$GPGGA,090005.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6C
$GPGGA,090006.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090006.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090006.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*64
$GPGGA,090006.30,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
$GPGGA,090006.40,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*62
$GPGGA,090006.50,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*63
$GPGGA,090006.60,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*60
$GPGGA,090006.70,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*61
$GPGGA,090006.80,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6E
$GPGGA,090006.90,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*6F
$GPGGA,090007.00,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*67
$GPGGA,090007.10,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*66
$GPGGA,090007.20,2823.06024816,S,13715.15879940,E,1,05,2.87,160.00,M,-21.3213,M,,*65
